YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2019,2019,ME,Maine,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,42.6,42.6,,,20.6,64.6,Race/Ethnicity,Hispanic,,,,,,23,DIS,DIS1_0,CRDPREV,RACE,HIS,,,,
2017,2017,MT,Montana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,34.2,34.2,,,32.7,35.7,Overall,Overall,,,,,,30,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2012,2012,MS,Mississippi,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,42.7,42.7,,,41.4,44,Race/Ethnicity,"White, non-Hispanic",,,,,,28,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2017,2017,LA,Louisiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,22,DIS,DIS1_0,CRDPREV,RACE,AIAN,,,,
2014,2014,PA,Pennsylvania,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,43.5,43.5,,,39.9,47.1,Race/Ethnicity,Hispanic,,,,,,42,DIS,DIS1_0,CRDPREV,RACE,HIS,,,,
2011,2011,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,72,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2014,2014,LA,Louisiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,40.3,40.3,,,39.4,41.2,Overall,Overall,,,,,,22,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2014,2014,WV,West Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,44.2,44.2,,,43,45.4,Race/Ethnicity,"White, non-Hispanic",,,,,,54,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2016,2016,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,42.2,42.2,,,40.9,43.4,Gender,Female,,,,,,21,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2013,2013,NY,New York,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,36.6,36.6,,,35.2,38,Race/Ethnicity,"Black, non-Hispanic",,,,,,36,DIS,DIS1_0,CRDPREV,RACE,BLK,,,,
2017,2017,WV,West Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,54,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2013,2013,RI,Rhode Island,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,37.7,37.7,,,35.6,39.8,Gender,Female,,,,,,44,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2014,2014,AK,Alaska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,41.1,41.1,,,38.7,43.5,Overall,Overall,,,,,,02,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,MD,Maryland,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,24,DIS,DIS1_0,CRDPREV,RACE,AIAN,,,,
2015,2015,VT,Vermont,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,50,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2011,2011,US,United States,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,36.6,36.6,,,36.5,36.7,Overall,Overall,,,,,,59,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2019,2019,NV,Nevada,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,34.1,34.1,,,32.9,35.3,Race/Ethnicity,"White, non-Hispanic",,,,,,32,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2012,2012,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,41.4,41.4,,,40.4,42.4,Overall,Overall,,,,,,05,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,33,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2010,2010,WV,West Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,43.3,43.3,,,41.9,44.7,Race/Ethnicity,"White, non-Hispanic",,,,,,54,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2012,2012,CA,California,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,38.6,38.6,,,38.2,39,Gender,Female,,,,,,06,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2019,2019,MT,Montana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,30.8,30.8,,,16.2,45.3,Race/Ethnicity,Hispanic,,,,,,30,DIS,DIS1_0,CRDPREV,RACE,HIS,,,,
2014,2014,CT,Connecticut,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.6,33.6,,,32.5,34.7,Gender,Female,,,,,,09,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2015,2015,MD,Maryland,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,31.2,31.2,,,30.5,31.9,Race/Ethnicity,"White, non-Hispanic",,,,,,24,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2013,2013,MS,Mississippi,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,50.1,50.1,,,47.4,52.8,Race/Ethnicity,"Black, non-Hispanic",,,,,,28,DIS,DIS1_0,CRDPREV,RACE,BLK,,,,
2013,2013,GA,Georgia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,37.1,37.1,,,36.3,37.9,Race/Ethnicity,"White, non-Hispanic",,,,,,13,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2013,2013,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,37.0,37,,,32.2,41.8,Race/Ethnicity,"Asian, non-Hispanic",,,,,,25,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2013,2013,TX,Texas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,40.3,40.3,,,39.7,40.8,Gender,Female,,,,,,48,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2015,2015,MS,Mississippi,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,28,DIS,DIS1_0,CRDPREV,RACE,AIAN,,,,
2018,2018,CO,Colorado,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,30.2,30.2,,,29.3,31.2,Gender,Female,,,,,,08,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2013,2013,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,34.6,34.6,,,33.1,36.1,Overall,Overall,,,,,,33,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2017,2017,RI,Rhode Island,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.1,33.1,,,30.7,35.5,Gender,Female,,,,,,44,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2015,2015,NJ,New Jersey,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,25.6,25.6,,,23,28.2,Race/Ethnicity,"Asian, non-Hispanic",,,,,,34,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2015,2015,NY,New York,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.4,33.4,,,33,33.8,Overall,Overall,,,,,,36,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2018,2018,TX,Texas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,36.2,36.2,,,35.6,36.8,Gender,Male,,,,,,48,DIS,DIS1_0,CRDPREV,GENDER,GENM,,,,
2013,2013,WA,Washington,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,36.7,36.7,,,35.9,37.5,Race/Ethnicity,"White, non-Hispanic",,,,,,53,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2017,2017,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,05,DIS,DIS1_0,CRDPREV,RACE,AIAN,,,,
2012,2012,OK,Oklahoma,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,40.8,40.8,,,39.9,41.7,Overall,Overall,,,,,,40,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2017,2017,MI,Michigan,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,40.6,40.6,,,36.2,45,Race/Ethnicity,Hispanic,,,,,,26,DIS,DIS1_0,CRDPREV,RACE,HIS,,,,
2012,2012,OR,Oregon,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,40.0,40,,,33.9,46.1,Race/Ethnicity,"Asian, non-Hispanic",,,,,,41,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2016,2016,IL,Illinois,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,34.6,34.6,,,34,35.2,Gender,Female,,,,,,17,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2011,2011,MD,Maryland,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,24,DIS,DIS1_0,CRDPREV,RACE,AIAN,,,,
2011,2011,HI,Hawaii,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,34.6,34.6,,,32.7,36.6,Gender,Female,,,,,,15,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2013,2013,LA,Louisiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,22,DIS,DIS1_0,CRDPREV,RACE,AIAN,,,,
2015,2015,ME,Maine,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,23,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2013,2013,NJ,New Jersey,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,32.6,32.6,,,31.9,33.3,Race/Ethnicity,"White, non-Hispanic",,,,,,34,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2015,2015,KS,Kansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,20,DIS,DIS1_0,CRDPREV,RACE,AIAN,,,,
2017,2017,IL,Illinois,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,17,DIS,DIS1_0,CRDPREV,RACE,AIAN,,,,
2011,2011,NE,Nebraska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,31,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2015,2015,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,43.6,43.6,,,39.2,48,Race/Ethnicity,"Black, non-Hispanic",,,,,,25,DIS,DIS1_0,CRDPREV,RACE,BLK,,,,
2015,2015,US,United States,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,35.4,35.4,,,35.3,35.5,Overall,Overall,,,,,,59,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,HI,Hawaii,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.0,33,,,31.5,34.5,Overall,Overall,,,,,,15,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2010,2010,DE,Delaware,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,10,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2010,2010,CA,California,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,36.8,36.8,,,36.4,37.2,Overall,Overall,,,,,,06,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2010,2010,PA,Pennsylvania,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,46.7,46.7,,,41.5,51.8,Race/Ethnicity,Hispanic,,,,,,42,DIS,DIS1_0,CRDPREV,RACE,HIS,,,,
2011,2011,OR,Oregon,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,41,DIS,DIS1_0,CRDPREV,RACE,AIAN,,,,
2011,2011,WI,Wisconsin,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,32.3,32.3,,,21.4,43.2,Race/Ethnicity,"Asian, non-Hispanic",,,,,,55,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2016,2016,ME,Maine,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.1,33.1,,,31.8,34.4,Race/Ethnicity,"White, non-Hispanic",,,,,,23,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2016,2016,CA,California,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,36.7,36.7,,,36.2,37.2,Gender,Female,,,,,,06,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2011,2011,MN,Minnesota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,32.0,32,,,31.3,32.7,Overall,Overall,,,,,,27,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2011,2011,IA,Iowa,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.4,33.4,,,32.5,34.3,Race/Ethnicity,"White, non-Hispanic",,,,,,19,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2011,2011,IN,Indiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,37.9,37.9,,,37.1,38.7,Overall,Overall,,,,,,18,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2019,2019,LA,Louisiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,35.3,35.3,,,29.1,41.4,Race/Ethnicity,Hispanic,,,,,,22,DIS,DIS1_0,CRDPREV,RACE,HIS,,,,
2011,2011,WI,Wisconsin,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,32.9,32.9,,,32.1,33.7,Gender,Female,,,,,,55,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2011,2011,HI,Hawaii,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,34.6,34.6,,,32.9,36.3,Race/Ethnicity,"Asian, non-Hispanic",,,,,,15,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2015,2015,ID,Idaho,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,39.7,39.7,,,37.3,42,Gender,Male,,,,,,16,DIS,DIS1_0,CRDPREV,GENDER,GENM,,,,
2017,2017,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,33,DIS,DIS1_0,CRDPREV,RACE,BLK,,,,
2013,2013,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,41.9,41.9,,,41,42.8,Race/Ethnicity,"White, non-Hispanic",,,,,,21,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2019,2019,KS,Kansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.5,33.5,,,32.6,34.5,Race/Ethnicity,"White, non-Hispanic",,,,,,20,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2011,2011,WY,Wyoming,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,56,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2018,2018,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,43.8,43.8,,,32.1,55.6,Race/Ethnicity,Hispanic,,,,,,05,DIS,DIS1_0,CRDPREV,RACE,HIS,,,,
2015,2015,SC,South Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,37.4,37.4,,,36.6,38.2,Overall,Overall,,,,,,45,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2018,2018,SC,South Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.1,33.1,,,32.3,33.9,Race/Ethnicity,"White, non-Hispanic",,,,,,45,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2012,2012,AK,Alaska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,41.5,41.5,,,37.6,45.3,Gender,Male,,,,,,02,DIS,DIS1_0,CRDPREV,GENDER,GENM,,,,
2015,2015,WI,Wisconsin,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,31.8,31.8,,,30.9,32.8,Gender,Female,,,,,,55,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2017,2017,LA,Louisiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,37.7,37.7,,,36.5,38.9,Race/Ethnicity,"White, non-Hispanic",,,,,,22,DIS,DIS1_0,CRDPREV,RACE,WHT,,,,
2015,2015,OH,Ohio,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,19.8,19.8,,,15.9,23.7,Race/Ethnicity,"Asian, non-Hispanic",,,,,,39,DIS,DIS1_0,CRDPREV,RACE,ASN,,,,
2019,2019,VA,Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,31.3,31.3,,,29.8,32.7,Gender,Male,,,,,,51,DIS,DIS1_0,CRDPREV,GENDER,GENM,,,,
2017,2017,HI,Hawaii,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,32.9,32.9,,,30.8,35.1,Gender,Male,,,,,,15,DIS,DIS1_0,CRDPREV,GENDER,GENM,,,,
2015,2015,VT,Vermont,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.6,33.6,,,31.8,35.4,Overall,Overall,,,,,,50,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2014,2014,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,34.1,34.1,,,33.2,35.1,Gender,Female,,,,,,25,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2012,2012,VA,Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.6,33.6,,,32.9,34.3,Overall,Overall,,,,,,51,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2013,2013,WY,Wyoming,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,56,DIS,DIS1_0,CRDPREV,RACE,BLK,,,,
2012,2012,UT,Utah,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,35.6,35.6,,,34,37.2,Gender,Male,,,,,,49,DIS,DIS1_0,CRDPREV,GENDER,GENM,,,,
2012,2012,TN,Tennessee,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,39.8,39.8,,,39,40.6,Overall,Overall,,,,,,47,DIS,DIS1_0,CRDPREV,OVERALL,OVR,,,,
2012,2012,LA,Louisiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,41.5,41.5,,,40.1,42.8,Gender,Male,,,,,,22,DIS,DIS1_0,CRDPREV,GENDER,GENM,,,,
2018,2018,UT,Utah,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,33.9,33.9,,,33.8,34.1,Gender,Female,,,,,,49,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
2014,2014,ND,North Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,38,DIS,DIS1_0,CRDPREV,RACE,HIS,,,,
2016,2016,SD,South Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,,%,Crude Prevalence,31.0,31,,,28.4,33.7,Gender,Female,,,,,,46,DIS,DIS1_0,CRDPREV,GENDER,GENF,,,,
