YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2017,2017,OK,Oklahoma,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,31.5,31.5,,,24.5,39.6,Race/Ethnicity,Hispanic,,,,,,40,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2019,2019,WA,Washington,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,,53,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2013,2013,NJ,New Jersey,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,22.5,22.5,,,18.3,27.4,Race/Ethnicity,"Asian, non-Hispanic",,,,,,34,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2015,2015,NH,New Hampshire,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,31.1,31.1,,,29,33.3,Gender,Female,,,,,,33,ALC,ALC1_1,CRDPREV,GENDER,GENF,,,,
2017,2017,KY,Kentucky,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,28.6,28.6,,,24.2,33.3,Gender,Female,,,,,,21,ALC,ALC1_1,CRDPREV,GENDER,GENF,,,,
2015,2015,PR,Puerto Rico,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,72,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2019,2019,TX,Texas,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,48,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2017,2017,NM,New Mexico,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,18.0,18,,,13.5,23.5,Race/Ethnicity,American Indian or Alaska Native,,,,,,35,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2013,2013,VT,Vermont,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,50,ALC,ALC1_1,CRDPREV,RACE,BLK,,,,
2019,2019,FL,Florida,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,26.1,26.1,,,24.2,28.1,Overall,Overall,,,,,,12,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2017,2017,SD,South Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,46,ALC,ALC1_1,CRDPREV,RACE,BLK,,,,
2015,2015,ND,North Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,34.8,34.8,,,25.9,45,Race/Ethnicity,Hispanic,,,,,,38,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2017,2017,CO,Colorado,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,26.2,26.2,,,22.7,30,Overall,Overall,,,,,,08,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2019,2019,VA,Virginia,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,13.9,13.9,,,8.7,21.5,Race/Ethnicity,"Asian, non-Hispanic",,,,,,51,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2015,2015,MD,Maryland,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,12.9,12.9,,,10.9,15.3,Race/Ethnicity,"Asian, non-Hispanic",,,,,,24,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2015,2015,MI,Michigan,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,26,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2015,2015,CO,Colorado,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,08,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2015,2015,ID,Idaho,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,28.1,28.1,,,23.7,33,Race/Ethnicity,"White, non-Hispanic",,,,,,16,ALC,ALC1_1,CRDPREV,RACE,WHT,,,,
2013,2013,MT,Montana,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,30,ALC,ALC1_1,CRDPREV,RACE,BLK,,,,
2017,2017,AR,Arkansas,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,28.1,28.1,,,18.1,40.9,Race/Ethnicity,Hispanic,,,,,,05,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2013,2013,WY,Wyoming,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,34.4,34.4,,,32.2,36.7,Overall,Overall,,,,,,56,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2019,2019,ME,Maine,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,23.6,23.6,,,21.9,25.4,Gender,Female,,,,,,23,ALC,ALC1_1,CRDPREV,GENDER,GENF,,,,
2015,2015,WI,Wisconsin,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,,55,ALC,ALC1_1,CRDPREV,GENDER,GENF,,,,
2019,2019,NY,New York,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,25.2,25.2,,,23.1,27.4,Race/Ethnicity,Hispanic,,,,,,36,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2013,2013,GU,Guam,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,66,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2017,2017,WI,Wisconsin,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,28.1,28.1,,,23.9,32.8,Gender,Male,,,,,,55,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2017,2017,NC,North Carolina,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,26.5,26.5,,,23.4,29.9,Overall,Overall,,,,,,37,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2019,2019,MN,Minnesota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,27,ALC,ALC1_1,CRDPREV,RACE,BLK,,,,
2015,2015,FL,Florida,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,35.9,35.9,,,33.2,38.8,Race/Ethnicity,"White, non-Hispanic",,,,,,12,ALC,ALC1_1,CRDPREV,RACE,WHT,,,,
2013,2013,AR,Arkansas,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,38.0,38,,,31.5,45,Gender,Male,,,,,,05,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2015,2015,MN,Minnesota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,27,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2017,2017,NH,New Hampshire,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,29.6,29.6,,,28.1,31.2,Overall,Overall,,,,,,33,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2013,2013,LA,Louisiana,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,,22,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2013,2013,HI,Hawaii,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,25.2,25.2,,,21.9,28.8,Overall,Overall,,,,,,15,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2017,2017,IL,Illinois,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,23.3,23.3,,,19.2,27.9,Gender,Male,,,,,,17,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2017,2017,WA,Washington,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Gender,Male,,,,,,53,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2015,2015,NY,New York,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,17.8,17.8,,,15.4,20.5,Race/Ethnicity,"Black, non-Hispanic",,,,,,36,ALC,ALC1_1,CRDPREV,RACE,BLK,,,,
2017,2017,UT,Utah,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,49,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2015,2015,SD,South Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,46,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2015,2015,SD,South Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,25.3,25.3,,,19.9,31.5,Gender,Male,,,,,,46,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2017,2017,ND,North Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,38,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2019,2019,FL,Florida,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,22.4,22.4,,,15.3,31.5,Race/Ethnicity,"Asian, non-Hispanic",,,,,,12,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2019,2019,CO,Colorado,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,08,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2019,2019,WI,Wisconsin,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,29.8,29.8,,,26.8,32.9,Overall,Overall,,,,,,55,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2015,2015,NJ,New Jersey,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,,34,ALC,ALC1_1,CRDPREV,GENDER,GENF,,,,
2017,2017,VI,Virgin Islands,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,78,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2017,2017,DC,District of Columbia,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,22.6,22.6,,,21.2,24,Gender,Female,,,,,,11,ALC,ALC1_1,CRDPREV,GENDER,GENF,,,,
2015,2015,MO,Missouri,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,34.1,34.1,,,24,46,Race/Ethnicity,Hispanic,,,,,,29,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2013,2013,AK,Alaska,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,22.0,22,,,17.9,26.7,Gender,Male,,,,,,02,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2017,2017,NJ,New Jersey,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Overall,Overall,,,,,,34,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2013,2013,GU,Guam,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,23.5,23.5,,,20.3,27,Overall,Overall,,,,,,66,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2013,2013,NH,New Hampshire,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,33,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2013,2013,IA,Iowa,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,19,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2017,2017,KY,Kentucky,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,24.4,24.4,,,20.2,29,Gender,Male,,,,,,21,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2019,2019,WY,Wyoming,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,,56,ALC,ALC1_1,CRDPREV,RACE,WHT,,,,
2015,2015,MS,Mississippi,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,28,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2017,2017,TN,Tennessee,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,28.1,28.1,,,25.1,31.3,Race/Ethnicity,"White, non-Hispanic",,,,,,47,ALC,ALC1_1,CRDPREV,RACE,WHT,,,,
2019,2019,OR,Oregon,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Gender,Male,,,,,,41,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2013,2013,IN,Indiana,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,,18,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2017,2017,KS,Kansas,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,29.2,29.2,,,24.8,34.1,Gender,Male,,,,,,20,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2013,2013,NY,New York,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,32.1,32.1,,,29.2,35.2,Gender,Male,,,,,,36,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2017,2017,WV,West Virginia,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,29.6,29.6,,,25.6,33.9,Gender,Male,,,,,,54,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2017,2017,AL,Alabama,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,,01,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2015,2015,AZ,Arizona,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,41.7,41.7,,,33.8,50.2,Race/Ethnicity,"White, non-Hispanic",,,,,,04,ALC,ALC1_1,CRDPREV,RACE,WHT,,,,
2013,2013,NC,North Carolina,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,32.7,32.7,,,28.6,37.2,Race/Ethnicity,"White, non-Hispanic",,,,,,37,ALC,ALC1_1,CRDPREV,RACE,WHT,,,,
2015,2015,SC,South Carolina,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,19.1,19.1,,,14.2,25.1,Gender,Male,,,,,,45,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2019,2019,PA,Pennsylvania,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,26.1,26.1,,,21.7,31,Race/Ethnicity,Hispanic,,,,,,42,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2015,2015,WA,Washington,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Gender,Female,,,,,,53,ALC,ALC1_1,CRDPREV,GENDER,GENF,,,,
2015,2015,TX,Texas,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,,48,ALC,ALC1_1,CRDPREV,GENDER,GENM,,,,
2019,2019,MO,Missouri,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,29,ALC,ALC1_1,CRDPREV,RACE,BLK,,,,
2017,2017,OR,Oregon,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,,41,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2015,2015,PA,Pennsylvania,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,42,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2015,2015,CA,California,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,35.1,35.1,,,27.4,43.7,Race/Ethnicity,"White, non-Hispanic",,,,,,06,ALC,ALC1_1,CRDPREV,RACE,WHT,,,,
2019,2019,SD,South Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,46,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2013,2013,KY,Kentucky,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,21,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2015,2015,NC,North Carolina,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,24.2,24.2,,,17.9,31.8,Race/Ethnicity,Hispanic,,,,,,37,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2013,2013,SD,South Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,31.8,31.8,,,27.5,36.5,Gender,Female,,,,,,46,ALC,ALC1_1,CRDPREV,GENDER,GENF,,,,
2019,2019,VA,Virginia,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,51,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2013,2013,ME,Maine,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,33.5,33.5,,,29.2,38,Race/Ethnicity,Hispanic,,,,,,23,ALC,ALC1_1,CRDPREV,RACE,HIS,,,,
2017,2017,NJ,New Jersey,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,34,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2019,2019,DE,Delaware,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,10,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2017,2017,AR,Arkansas,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,20.8,20.8,,,13.6,30.4,Race/Ethnicity,"Black, non-Hispanic",,,,,,05,ALC,ALC1_1,CRDPREV,RACE,BLK,,,,
2017,2017,TN,Tennessee,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,16.7,16.7,,,11.4,23.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,47,ALC,ALC1_1,CRDPREV,RACE,BLK,,,,
2017,2017,NE,Nebraska,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,31,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2017,2017,CT,Connecticut,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,30.4,30.4,,,27.3,33.7,Overall,Overall,,,,,,09,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2017,2017,NV,Nevada,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,32,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2015,2015,ME,Maine,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,11.6,11.6,,,7.3,17.9,Race/Ethnicity,"Asian, non-Hispanic",,,,,,23,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2017,2017,DE,Delaware,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,30.9,30.9,,,27.6,34.3,Gender,Female,,,,,,10,ALC,ALC1_1,CRDPREV,GENDER,GENF,,,,
2015,2015,IL,Illinois,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,19.3,19.3,,,14.6,25.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,17,ALC,ALC1_1,CRDPREV,RACE,BLK,,,,
2019,2019,GA,Georgia,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,17.5,17.5,,,14.1,21.5,Overall,Overall,,,,,,13,ALC,ALC1_1,CRDPREV,OVERALL,OVR,,,,
2019,2019,VT,Vermont,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,12.9,12.9,,,10.5,15.9,Race/Ethnicity,"Asian, non-Hispanic",,,,,,50,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2019,2019,SC,South Carolina,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,25.5,25.5,,,21.6,29.8,Gender,Female,,,,,,45,ALC,ALC1_1,CRDPREV,GENDER,GENF,,,,
2013,2013,ID,Idaho,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,,16,ALC,ALC1_1,CRDPREV,RACE,ASN,,,,
2017,2017,UT,Utah,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,9.6,9.6,,,7.2,12.7,Race/Ethnicity,"White, non-Hispanic",,,,,,49,ALC,ALC1_1,CRDPREV,RACE,WHT,,,,
2015,2015,AZ,Arizona,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,30.2,30.2,,,24.1,37.1,Race/Ethnicity,American Indian or Alaska Native,,,,,,04,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
2013,2013,IN,Indiana,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,18,ALC,ALC1_1,CRDPREV,RACE,AIAN,,,,
