YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.0,35,,,30.9,39.4,Gender,Female,,,,,,02,IMM,IMM1_0,CRDPREV,GENDER,GENF,,,,
2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,39.1,39.1,,,36.2,42.1,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,37.6,37.6,,,26.9,49.6,Race/Ethnicity,Hispanic,,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.3,35.3,,,23.5,49.3,Race/Ethnicity,Hispanic,,,,,,02,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2021,2021,AL,Alabama,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,33.6,33.6,,,30.3,37.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,01,IMM,IMM1_0,AGEADJPREV,RACE,BLK,,,,
2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.8,36.8,,,34,39.7,Gender,Female,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.9,35.9,,,24.4,49.4,Race/Ethnicity,Hispanic,,,,,,02,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.7,39.7,,,29.7,50.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,MRC,,,,
2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,37.0,37,,,33.3,40.8,Gender,Female,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,29.6,29.6,,,27.3,32.1,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,30.1,30.1,,,18.6,44.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,MRC,,,,
2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,33.0,33,,,30,36,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,36.0,36,,,33.1,39,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.8,38.8,,,30.9,47.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,35.5,35.5,,,32.3,38.9,Gender,Male,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,34.5,34.5,,,32.3,36.8,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,34.2,34.2,,,21.2,50.1,Race/Ethnicity,Hispanic,,,,,,02,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2021,2021,AL,Alabama,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,45.2,45.2,,,42.9,47.6,Race/Ethnicity,"White, non-Hispanic",,,,,,01,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,35.9,35.9,,,25.7,47.5,Race/Ethnicity,Hispanic,,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2012,2012,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,32.0,32,,,29.8,34.3,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.0,36,,,29.9,42.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.4,34.4,,,32.3,36.6,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2012,2012,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,31.9,31.9,,,29.3,34.6,Gender,Female,,,,,,02,IMM,IMM1_0,CRDPREV,GENDER,GENF,,,,
2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,19.2,19.2,,,12.3,28.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,MRC,,,,
2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.2,39.2,,,36.1,42.5,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,36.6,36.6,,,34,39.4,Gender,Female,,,,,,02,IMM,IMM1_0,CRDPREV,GENDER,GENF,,,,
2021,2021,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,41.5,41.5,,,39.5,43.6,Overall,Overall,,,,,,02,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
2021,2021,AL,Alabama,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.6,38.6,,,36.6,40.5,Overall,Overall,,,,,,01,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.3,34.3,,,29,40.1,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.2,34.2,,,23.9,46.3,Race/Ethnicity,Hispanic,,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,35.6,35.6,,,32.6,38.8,Gender,Female,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.5,34.5,,,31.6,37.6,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,34.2,34.2,,,31.2,37.2,Overall,Overall,,,,,,02,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
2012,2012,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.4,34.4,,,29.9,39.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,37.0,37,,,31.8,42.5,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,33.1,33.1,,,29.2,37.2,Gender,Male,,,,,,02,IMM,IMM1_0,CRDPREV,GENDER,GENM,,,,
2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,BLK,,,,
2021,2021,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.0,39,,,33.7,44.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.7,36.7,,,33,40.4,Gender,Female,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,34.4,34.4,,,31,37.9,Gender,Male,,,,,,02,IMM,IMM1_0,CRDPREV,GENDER,GENM,,,,
2021,2021,AL,Alabama,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.9,35.9,,,22.5,52,Race/Ethnicity,"Other, non-Hispanic",,,,,,01,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,BLK,,,,
2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,33.8,33.8,,,31.3,36.4,Overall,Overall,,,,,,02,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,35.8,35.8,,,32.9,39,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.1,34.1,,,30.4,38.1,Gender,Male,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,31.1,31.1,,,27.9,34.6,Gender,Male,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,33.8,33.8,,,31,36.8,Gender,Male,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,BLK,,,,
2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,34.8,34.8,,,31,38.8,Gender,Male,,,,,,02,IMM,IMM1_0,CRDPREV,GENDER,GENM,,,,
2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,BLK,,,,
2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,41.9,41.9,,,35.9,48.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2021,2021,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,48.0,48,,,35.4,60.8,Race/Ethnicity,"Black, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,BLK,,,,
2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.1,35.1,,,29.9,40.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2012,2012,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,20.5,20.5,,,12.8,31.1,Race/Ethnicity,Hispanic,,,,,,02,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.7,34.7,,,30.6,39.1,Gender,Female,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,31.3,31.3,,,28.1,34.8,Gender,Male,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,27.5,27.5,,,19.2,37.8,Race/Ethnicity,Hispanic,,,,,,02,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.3,38.3,,,35.1,41.6,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2012,2012,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,32.3,32.3,,,29.7,35,Gender,Female,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.7,38.7,,,31.9,45.9,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,43.6,43.6,,,39.9,47.4,Gender,Female,,,,,,02,IMM,IMM1_0,CRDPREV,GENDER,GENF,,,,
2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,02,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,37.0,37,,,34.4,39.7,Gender,Female,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,37.5,37.5,,,31.8,43.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2019,2019,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.6,35.6,,,28.8,43.2,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,BLK,,,,
2018,2018,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.4,38.4,,,32.6,44.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2021,2021,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,44.5,44.5,,,41.6,47.6,Gender,Female,,,,,,02,IMM,IMM1_0,CRDPREV,GENDER,GENF,,,,
2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,49.6,49.6,,,34.6,64.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,BLK,,,,
2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.8,34.8,,,31.4,38.3,Gender,Male,,,,,,02,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2011,2011,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,30.0,30,,,27.6,32.4,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2021,2021,AL,Alabama,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,40.8,40.8,,,38.3,43.2,Race/Ethnicity,"White, non-Hispanic",,,,,,01,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,38.2,38.2,,,30,47.1,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2013,2013,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.6,34.6,,,32.3,37,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2014,2014,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,34.4,34.4,,,32.5,36.4,Overall,Overall,,,,,,02,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.6,39.6,,,37,42.1,Overall,Overall,,,,,,02,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
2017,2017,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,32.4,32.4,,,29.5,35.6,Race/Ethnicity,"White, non-Hispanic",,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2015,2015,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,34.5,34.5,,,27.9,41.8,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2021,2021,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,48.4,48.4,,,39.2,57.7,Race/Ethnicity,Hispanic,,,,,,02,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
